Age,Department,JobRole,Attrition,CareerStage,CareerCluster,HierarchicalCluster,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerVelocityScore,SalaryGrowthProxy,PromotionGapRiskScore,PromotionGapRisk,RetentionOpportunityIndex,RetentionOpportunity,TrainingNeedIndicator,ManagerStability
21,Sales,Sales Representative,0,Growth Stage,3,2,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,24,0.6666666666666666,High,0.7,High,Adequate,Higher Stability
33,Sales,Sales Representative,1,Early Career,1,1,0.0,0.0,2.0,0.0,1.0,13,0.0,Low,0.13333333333333336,Low,Adequate,Lower Stability
37,Research & Development,Laboratory Technician,0,Growth Stage,0,3,0.0,0.8,0.6,0.6,0.058823529411764705,20,0.32000000000000006,Medium,0.5800000000000001,Medium,Adequate,Lower Stability
46,Research & Development,Manufacturing Director,0,Early Career,1,1,0.0,0.0,2.0,0.0,0.2857142857142857,28,0.0,Low,0.13333333333333336,Low,Adequate,Lower Stability
41,Sales,Sales Executive,1,Mid Career,3,2,0.875,0.875,0.625,0.875,0.25,36,0.875,High,0.8791666666666667,High,Adequate,Higher Stability
50,Research & Development,Healthcare Representative,0,Growth Stage,0,3,0.25,0.75,0.5,0.75,0.15,45,0.45000000000000007,Medium,0.6333333333333333,Medium,Adequate,Higher Stability
40,Sales,Sales Executive,1,Growth Stage,0,3,0.16666666666666666,0.6666666666666666,1.0,0.0,0.25,24,0.36666666666666664,Medium,0.55,Medium,Adequate,Lower Stability
31,Research & Development,Research Scientist,0,Early Career,3,2,1.0,1.0,2.5,1.0,0.3333333333333333,16,1.0,High,0.9166666666666667,High,Adequate,Higher Stability
21,Sales,Sales Representative,1,Early Career,1,1,0.0,0.0,0.0,0.0,1.0,15,0.0,Low,0.2,Low,Needs Development,Lower Stability
29,Research & Development,Research Scientist,0,Growth Stage,0,3,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.16666666666666666,16,0.4666666666666667,Medium,0.5888888888888889,Medium,Adequate,Higher Stability
35,Research & Development,Healthcare Representative,0,Early Career,1,1,0.0,1.0,5.0,0.0,0.2,38,0.4,Medium,0.5333333333333333,Medium,Adequate,Lower Stability
27,Research & Development,Laboratory Technician,0,Growth Stage,0,3,0.0,0.4,0.4,0.8,0.2,11,0.16000000000000003,Low,0.3866666666666667,Low,Needs Development,Higher Stability
28,Sales,Sales Executive,0,Mid Career,0,3,0.0,0.7142857142857143,0.14285714285714285,1.0,0.2857142857142857,32,0.28571428571428575,Medium,0.5523809523809524,Medium,Needs Development,Higher Stability
49,Research & Development,Healthcare Representative,0,Growth Stage,0,3,0.0,0.4,0.4,0.0,0.11538461538461539,72,0.16000000000000003,Low,0.3866666666666667,Low,Needs Development,Lower Stability
51,Sales,Sales Executive,0,Mid Career,0,0,0.0,1.0,0.2857142857142857,1.0,0.1111111111111111,22,0.4,Medium,0.6904761904761905,High,Needs Development,Higher Stability
36,Research & Development,Research Scientist,0,Early Career,3,2,1.0,1.0,1.5,1.0,0.16666666666666666,13,1.0,High,0.9500000000000001,High,Adequate,Higher Stability
34,Sales,Sales Executive,1,Growth Stage,0,3,0.0,0.4,0.6,0.8,0.2222222222222222,26,0.16000000000000003,Low,0.38,Low,Adequate,Higher Stability
55,Research & Development,Manager,0,Growth Stage,0,3,0.2,0.8,0.4,0.4,0.13333333333333333,52,0.44000000000000006,Medium,0.6466666666666667,High,Needs Development,Lower Stability
24,Sales,Sales Executive,0,Growth Stage,0,3,0.0,0.4,0.4,0.6,0.4,24,0.16000000000000003,Low,0.3866666666666667,Low,Needs Development,Lower Stability
30,Sales,Sales Representative,0,Early Career,1,1,0.0,0.0,3.0,0.0,1.0,18,0.0,Low,0.1,Low,Adequate,Lower Stability
26,Research & Development,Research Scientist,1,Growth Stage,0,3,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.14285714285714285,22,0.26666666666666666,Low,0.5222222222222221,Medium,Needs Development,Higher Stability
22,Research & Development,Research Scientist,0,Early Career,3,2,0.5,0.5,0.5,1.0,0.5,13,0.5,High,0.5833333333333334,Medium,Adequate,Higher Stability
36,Sales,Sales Executive,0,Mid Career,3,3,0.9,0.9,0.2,0.0,0.3,39,0.9000000000000001,High,0.9133333333333334,High,Needs Development,Lower Stability
30,Research & Development,Research Scientist,1,Early Career,1,1,0.0,0.0,4.0,0.0,0.3333333333333333,23,0.0,Low,0.06666666666666668,Low,Adequate,Lower Stability
37,Research & Development,Laboratory Technician,0,Senior Career,2,0,0.6666666666666666,0.3888888888888889,0.1111111111111111,0.9444444444444444,0.05555555555555555,12,0.5555555555555556,High,0.5907407407407408,Medium,Needs Development,Higher Stability
40,Sales,Sales Executive,0,Growth Stage,0,3,0.2,0.8,1.0,0.6,0.25,24,0.44000000000000006,Medium,0.6266666666666667,Medium,Adequate,Lower Stability
42,Research & Development,Laboratory Technician,0,Growth Stage,0,3,0.2,0.4,1.0,0.4,0.125,16,0.28,Medium,0.4266666666666667,Low,Adequate,Lower Stability
37,Research & Development,Manufacturing Director,0,Early Career,0,3,0.0,0.0,2.0,1.0,0.1111111111111111,24,0.0,Low,0.13333333333333336,Low,Adequate,Higher Stability
43,Research & Development,Research Director,0,Senior Career,2,0,0.12,0.4,0.12,0.36,0.16,44,0.23200000000000004,Low,0.43200000000000005,Low,Needs Development,Lower Stability
40,Research & Development,Laboratory Technician,0,Early Career,1,1,0.0,0.0,3.0,0.0,0.1,44,0.0,Low,0.1,Low,Adequate,Lower Stability
54,Research & Development,Research Director,0,Growth Stage,0,3,0.25,0.5,1.0,0.5,0.20833333333333334,55,0.35,Medium,0.49166666666666664,Medium,Adequate,Lower Stability
34,Sales,Sales Executive,0,Growth Stage,0,3,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,30,0.4666666666666667,Medium,0.6000000000000001,Medium,Adequate,Higher Stability
31,Research & Development,Manufacturing Director,0,Mid Career,2,0,0.23076923076923078,0.7692307692307693,0.38461538461538464,0.9230769230769231,0.15384615384615385,24,0.4461538461538462,Medium,0.6410256410256411,Medium,Needs Development,Higher Stability
43,Research & Development,Laboratory Technician,0,Growth Stage,0,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.125,20,0.4666666666666667,Medium,0.6222222222222222,Medium,Needs Development,Higher Stability
43,Research & Development,Healthcare Representative,0,Growth Stage,0,3,0.0,0.4,0.6,0.4,0.25,28,0.16000000000000003,Low,0.38,Low,Adequate,Lower Stability
25,Sales,Sales Executive,0,Growth Stage,0,3,0.2,0.8,0.6,0.6,0.4,22,0.44000000000000006,Medium,0.64,Medium,Adequate,Lower Stability
37,Research & Development,Research Scientist,0,Mid Career,2,0,0.7692307692307693,0.8461538461538461,0.15384615384615385,0.5384615384615384,0.13333333333333333,30,0.8,High,0.8487179487179487,High,Needs Development,Lower Stability
31,Research & Development,Laboratory Technician,0,Growth Stage,3,2,0.75,0.5,0.75,0.5,0.25,12,0.6499999999999999,High,0.65,High,Adequate,Lower Stability
39,Research & Development,Manager,0,Senior Career,2,0,0.047619047619047616,0.38095238095238093,0.14285714285714285,0.2857142857142857,0.23809523809523808,70,0.18095238095238098,Low,0.4,Low,Needs Development,Lower Stability
56,Sales,Sales Executive,0,Mid Career,3,2,1.0,1.0,0.0,1.0,0.1111111111111111,44,1.0,High,1.0,High,Needs Development,Higher Stability
30,Sales,Sales Executive,0,Growth Stage,3,2,0.8,0.8,1.2,0.8,0.3333333333333333,22,0.8,High,0.8,High,Adequate,Higher Stability
41,Sales,Sales Executive,0,Mid Career,0,0,0.0,0.7,0.2,0.7,0.3,48,0.27999999999999997,Low,0.5433333333333333,Medium,Needs Development,Higher Stability
28,Research & Development,Laboratory Technician,0,Mid Career,0,3,0.1,0.0,0.2,0.8,0.2,24,0.06,Low,0.22333333333333336,Low,Needs Development,Higher Stability
25,Research & Development,Laboratory Technician,1,Early Career,0,3,0.0,1.0,2.5,1.0,0.16666666666666666,13,0.4,Medium,0.6166666666666667,Medium,Adequate,Higher Stability
52,Research & Development,Manufacturing Director,0,Growth Stage,0,3,0.0,0.8,0.8,0.8,0.10714285714285714,42,0.32000000000000006,Medium,0.5733333333333334,Medium,Adequate,Higher Stability
45,Research & Development,Research Scientist,0,Early Career,0,3,0.0,1.0,1.5,1.0,0.125,21,0.4,Medium,0.65,High,Adequate,Higher Stability
52,Research & Development,Manager,0,Growth Stage,0,3,0.2,0.4,0.4,0.8,0.12903225806451613,52,0.28,Medium,0.44666666666666666,Low,Needs Development,Higher Stability
42,Research & Development,Research Scientist,0,Growth Stage,0,3,0.0,0.8,0.6,0.4,0.10526315789473684,22,0.32000000000000006,Medium,0.5800000000000001,Medium,Adequate,Lower Stability
30,Research & Development,Manufacturing Director,0,Growth Stage,0,3,0.0,0.8,0.4,0.4,0.18181818181818182,40,0.32000000000000006,Medium,0.5866666666666667,Medium,Needs Development,Lower Stability
60,Research & Development,Manager,0,Senior Career,2,0,0.3793103448275862,0.27586206896551724,0.1724137931034483,0.3448275862068966,0.15151515151515152,55,0.33793103448275863,Medium,0.4459770114942529,Low,Needs Development,Lower Stability
46,Research & Development,Manufacturing Director,0,Mid Career,0,0,0.0,0.7,0.5,0.8,0.10526315789473684,28,0.27999999999999997,Low,0.5333333333333333,Medium,Adequate,Higher Stability
42,Research & Development,Healthcare Representative,0,Growth Stage,0,3,0.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.2857142857142857,22,0.33333333333333337,Medium,0.5944444444444444,Medium,Adequate,Higher Stability
24,Sales,Sales Representative,1,Growth Stage,0,3,0.2,0.6,0.8,0.8,0.16666666666666666,16,0.36,Medium,0.5333333333333333,Medium,Adequate,Higher Stability
34,Sales,Sales Representative,1,Early Career,0,3,0.5,1.0,1.5,0.0,0.3333333333333333,16,0.7,High,0.7999999999999999,High,Adequate,Lower Stability
38,Research & Development,Laboratory Technician,0,Early Career,1,1,0.0,0.0,3.0,0.0,1.0,23,0.0,Low,0.1,Low,Adequate,Lower Stability
40,Sales,Manager,0,Senior Career,2,0,0.05,0.75,0.1,0.6,0.23809523809523808,70,0.33000000000000007,Medium,0.5866666666666667,Medium,Needs Development,Lower Stability
26,Research & Development,Research Scientist,0,Growth Stage,0,3,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,22,0.26666666666666666,Low,0.5,Medium,Adequate,Higher Stability
30,Research & Development,Laboratory Technician,0,Growth Stage,0,3,0.2,0.6,0.6,0.8,0.1111111111111111,15,0.36,Medium,0.54,Medium,Adequate,Higher Stability
29,Research & Development,Research Director,0,Mid Career,0,3,0.0,0.2,0.2,0.7,0.3,54,0.08000000000000002,Low,0.29333333333333333,Low,Needs Development,Higher Stability
29,Research & Development,Research Scientist,1,Early Career,3,3,0.5,1.0,1.0,0.5,0.16666666666666666,16,0.7,High,0.8166666666666667,High,Adequate,Lower Stability
19,Human Resources,Human Resources,1,Early Career,1,1,0.0,0.0,3.0,0.0,1.0,12,0.0,Low,0.1,Low,Adequate,Lower Stability
30,Sales,Sales Executive,0,Mid Career,2,2,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.3,33,0.8222222222222222,High,0.8666666666666667,High,Needs Development,Higher Stability
57,Sales,Manager,0,Early Career,1,1,0.0,0.0,3.0,0.0,0.125,48,0.0,Low,0.1,Low,Adequate,Lower Stability
50,Research & Development,Manager,0,Senior Career,2,0,0.5555555555555556,0.37037037037037035,0.07407407407407407,0.25925925925925924,0.14285714285714285,60,0.48148148148148145,High,0.5493827160493827,Medium,Needs Development,Lower Stability
30,Research & Development,Laboratory Technician,0,Mid Career,2,0,0.5454545454545454,0.6363636363636364,0.18181818181818182,0.6363636363636364,0.08333333333333333,14,0.5818181818181818,High,0.6757575757575758,High,Needs Development,Lower Stability
60,Sales,Sales Executive,0,Senior Career,2,0,0.7222222222222222,0.7222222222222222,0.2777777777777778,0.6111111111111112,0.13636363636363635,57,0.7222222222222222,High,0.7685185185185185,High,Needs Development,Lower Stability
47,Research & Development,Manufacturing Director,0,Growth Stage,0,3,0.0,0.0,0.4,0.8,0.1,26,0.0,Low,0.18666666666666668,Low,Needs Development,Higher Stability
46,Research & Development,Research Director,0,Growth Stage,0,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.15384615384615385,52,0.26666666666666666,Low,0.5111111111111111,Medium,Adequate,Lower Stability
35,Research & Development,Laboratory Technician,0,Growth Stage,3,2,0.8,0.8,0.4,0.6,0.16666666666666666,15,0.8,High,0.8266666666666667,High,Needs Development,Lower Stability
54,Research & Development,Laboratory Technician,0,Early Career,1,1,0.0,0.0,3.0,0.0,0.10526315789473684,22,0.0,Low,0.1,Low,Adequate,Lower Stability
34,Research & Development,Research Scientist,0,Mid Career,3,2,0.7142857142857143,0.42857142857142855,0.42857142857142855,1.0,0.07142857142857142,12,0.6,High,0.6142857142857143,Medium,Needs Development,Higher Stability
46,Sales,Sales Executive,0,Growth Stage,0,3,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.2,57,0.4666666666666667,Medium,0.6000000000000001,Medium,Adequate,Higher Stability
31,Research & Development,Manufacturing Director,0,Mid Career,0,0,0.0,0.6153846153846154,0.46153846153846156,0.6153846153846154,0.23076923076923078,75,0.24615384615384617,Low,0.49230769230769234,Medium,Needs Development,Lower Stability
33,Research & Development,Manager,1,Mid Career,3,2,1.0,0.8571428571428571,0.2857142857142857,1.0,0.2,36,0.9428571428571428,High,0.919047619047619,High,Needs Development,Higher Stability
33,Research & Development,Laboratory Technician,1,Growth Stage,0,3,0.25,0.75,0.5,0.75,0.125,13,0.45000000000000007,Medium,0.6333333333333333,Medium,Adequate,Higher Stability
30,Sales,Sales Representative,0,Growth Stage,0,3,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.25,14,0.4666666666666667,Medium,0.6000000000000001,Medium,Adequate,Higher Stability
35,Research & Development,Healthcare Representative,0,Mid Career,0,3,0.0,0.875,0.25,0.0,0.3,36,0.35000000000000003,Medium,0.6291666666666667,Medium,Needs Development,Lower Stability
31,Research & Development,Healthcare Representative,1,Early Career,1,1,0.0,0.0,2.0,0.0,0.25,36,0.0,Low,0.13333333333333336,Low,Adequate,Lower Stability
34,Human Resources,Human Resources,1,Growth Stage,0,3,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2727272727272727,45,0.26666666666666666,Low,0.5111111111111111,Medium,Adequate,Higher Stability
42,Research & Development,Laboratory Technician,0,Early Career,3,2,1.0,1.0,2.0,0.0,0.125,17,1.0,High,0.9333333333333333,High,Adequate,Lower Stability
36,Sales,Sales Executive,0,Mid Career,3,2,0.9,0.3,0.3,0.7,0.3,42,0.66,High,0.6100000000000001,Medium,Needs Development,Higher Stability
22,Research & Development,Laboratory Technician,1,Early Career,3,3,0.5,1.0,1.5,1.0,0.25,16,0.7,High,0.7999999999999999,High,Adequate,Higher Stability
48,Sales,Sales Executive,0,Mid Career,2,2,0.6666666666666666,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.14285714285714285,28,0.711111111111111,High,0.7814814814814814,High,Needs Development,Higher Stability
55,Sales,Manager,0,Mid Career,2,2,0.7,0.9,0.2,0.7,0.10810810810810811,92,0.78,High,0.8533333333333334,High,Needs Development,Higher Stability
41,Sales,Sales Executive,0,Mid Career,0,3,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.7142857142857143,0.125,28,0.12857142857142856,Low,0.3214285714285714,Low,Needs Development,Higher Stability
35,Sales,Sales Executive,0,Mid Career,2,0,0.5454545454545454,0.8181818181818182,0.18181818181818182,0.8181818181818182,0.13333333333333333,22,0.6545454545454545,High,0.7666666666666667,High,Needs Development,Higher Stability
40,Research & Development,Manufacturing Director,0,Senior Career,2,0,0.25,0.3,0.15,0.65,0.18181818181818182,60,0.27,Low,0.42000000000000004,Low,Needs Development,Lower Stability
39,Research & Development,Laboratory Technician,0,Mid Career,0,3,0.0,0.375,0.375,0.875,0.125,11,0.15000000000000002,Low,0.375,Low,Needs Development,Higher Stability
31,Sales,Sales Executive,0,Growth Stage,0,3,0.0,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.2,26,0.33333333333333337,Medium,0.6055555555555556,Medium,Needs Development,Higher Stability
42,Research & Development,Manufacturing Director,0,Mid Career,2,0,0.5,0.9,0.5,0.8,0.3,63,0.66,High,0.7833333333333334,High,Adequate,Higher Stability
45,Sales,Sales Executive,0,Mid Career,0,0,0.375,0.875,0.375,0.875,0.2222222222222222,38,0.575,High,0.7375,High,Needs Development,Higher Stability
26,Human Resources,Human Resources,1,Mid Career,0,3,0.14285714285714285,1.0,0.2857142857142857,0.0,0.125,11,0.4857142857142857,High,0.7333333333333333,High,Needs Development,Lower Stability
29,Research & Development,Manufacturing Director,0,Growth Stage,0,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,24,0.4666666666666667,Medium,0.6111111111111112,Medium,Adequate,Higher Stability
33,Research & Development,Research Director,0,Growth Stage,0,3,0.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.4,76,0.06666666666666667,Low,0.2722222222222222,Low,Needs Development,Higher Stability
31,Sales,Manager,0,Growth Stage,0,3,0.0,0.8,0.6,0.2,0.3,63,0.32000000000000006,Medium,0.5800000000000001,Medium,Adequate,Lower Stability
18,Sales,Sales Representative,1,Early Career,1,1,0.0,0.0,3.0,0.0,1.0,14,0.0,Low,0.1,Low,Adequate,Lower Stability
40,Sales,Sales Executive,0,Early Career,0,3,0.0,0.0,2.0,1.0,0.15,45,0.0,Low,0.13333333333333336,Low,Adequate,Higher Stability
41,Research & Development,Healthcare Representative,0,Mid Career,0,0,0.0,0.875,0.375,0.875,0.2,34,0.35000000000000003,Medium,0.625,Medium,Needs Development,Higher Stability
26,Sales,Sales Executive,0,Early Career,1,1,0.0,0.0,5.0,0.0,0.25,24,0.0,Low,0.03333333333333335,Low,Adequate,Lower Stability
35,Sales,Sales Executive,0,Growth Stage,0,3,0.0,0.8,0.6,0.6,0.4,32,0.32000000000000006,Medium,0.5800000000000001,Medium,Adequate,Lower Stability
34,Sales,Sales Executive,0,Mid Career,2,0,0.5,0.7,0.3,0.7,0.2,24,0.58,High,0.69,High,Needs Development,Higher Stability
26,Research & Development,Laboratory Technician,1,Early Career,1,1,0.0,0.0,3.0,0.0,1.0,18,0.0,Low,0.1,Low,Adequate,Lower Stability
37,Research & Development,Manufacturing Director,0,Growth Stage,0,3,0.16666666666666666,0.8333333333333334,0.5,0.3333333333333333,0.25,51,0.43333333333333335,Medium,0.65,High,Adequate,Lower Stability
46,Research & Development,Healthcare Representative,0,Early Career,3,3,0.5,1.0,1.5,1.0,0.10714285714285714,33,0.7,High,0.7999999999999999,High,Adequate,Higher Stability
41,Sales,Manager,0,Senior Career,2,0,0.6111111111111112,0.8888888888888888,0.1111111111111111,0.4444444444444444,0.18181818181818182,64,0.7222222222222223,High,0.8240740740740741,High,Needs Development,Lower Stability
37,Sales,Sales Executive,0,Mid Career,3,2,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.3333333333333333,39,0.6888888888888889,High,0.6888888888888889,High,Adequate,Higher Stability
52,Research & Development,Research Scientist,0,Mid Career,2,0,0.6,0.9,0.3,0.9,0.1111111111111111,24,0.72,High,0.8200000000000001,High,Needs Development,Higher Stability
32,Sales,Sales Executive,1,Growth Stage,0,3,0.25,0.5,0.5,0.5,0.3333333333333333,24,0.35,Medium,0.5083333333333333,Medium,Adequate,Lower Stability
24,Sales,Sales Representative,0,Early Career,3,2,1.0,1.0,1.5,0.5,0.3333333333333333,13,1.0,High,0.9500000000000001,High,Adequate,Lower Stability
38,Research & Development,Healthcare Representative,0,Early Career,1,1,0.0,0.0,4.0,0.0,0.1111111111111111,38,0.0,Low,0.06666666666666668,Low,Adequate,Lower Stability
37,Research & Development,Manufacturing Director,0,Growth Stage,3,3,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.5,0.25,24,0.7333333333333334,High,0.8055555555555556,High,Needs Development,Lower Stability
49,Research & Development,Research Director,0,Senior Career,2,0,0.0,0.2903225806451613,0.16129032258064516,0.2903225806451613,0.16129032258064516,85,0.11612903225806454,Low,0.3397849462365592,Low,Needs Development,Lower Stability
24,Research & Development,Research Scientist,0,Growth Stage,0,3,0.16666666666666666,0.8333333333333334,0.5,0.6666666666666666,0.16666666666666666,11,0.43333333333333335,Medium,0.65,High,Adequate,Higher Stability
26,Sales,Sales Executive,0,Growth Stage,0,3,0.2,0.6,1.0,0.8,0.3333333333333333,40,0.36,Medium,0.5266666666666666,Medium,Adequate,Higher Stability
24,Research & Development,Laboratory Technician,0,Early Career,1,1,0.0,0.0,2.0,0.0,1.0,21,0.0,Low,0.13333333333333336,Low,Adequate,Lower Stability
50,Human Resources,Manager,0,Senior Career,2,0,0.3125,0.15625,0.0625,0.21875,0.15625,55,0.25,Low,0.3697916666666667,Low,Needs Development,Lower Stability
25,Sales,Sales Representative,0,Mid Career,0,3,0.0,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.14285714285714285,11,0.22857142857142856,Low,0.4809523809523809,Low,Needs Development,Higher Stability
24,Research & Development,Laboratory Technician,1,Growth Stage,0,3,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.16666666666666666,16,0.3,Medium,0.47777777777777775,Low,Adequate,Lower Stability
30,Sales,Sales Representative,1,Early Career,1,1,0.0,0.0,2.0,0.0,1.0,18,0.0,Low,0.13333333333333336,Low,Adequate,Lower Stability
34,Research & Development,Research Scientist,0,Growth Stage,0,3,0.16666666666666666,0.8333333333333334,0.5,0.5,0.16666666666666666,13,0.43333333333333335,Medium,0.65,High,Adequate,Lower Stability
31,Sales,Sales Executive,1,Growth Stage,0,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,34,0.3333333333333333,Medium,0.4444444444444444,Low,Adequate,Higher Stability
35,Research & Development,Laboratory Technician,0,Growth Stage,0,3,0.0,0.6666666666666666,1.0,0.6666666666666666,0.2222222222222222,28,0.26666666666666666,Low,0.5,Medium,Adequate,Higher Stability
31,Sales,Sales Executive,0,Mid Career,3,0,0.7142857142857143,1.0,0.5714285714285714,1.0,0.15384615384615385,44,0.8285714285714285,High,0.8952380952380952,High,Adequate,Higher Stability
27,Research & Development,Research Scientist,0,Growth Stage,0,3,0.0,0.6,1.0,0.6,0.16666666666666666,12,0.24,Low,0.4666666666666667,Low,Adequate,Lower Stability
37,Sales,Sales Executive,0,Growth Stage,1,1,0.3333333333333333,0.0,1.0,0.0,0.11764705882352941,22,0.19999999999999998,Low,0.26666666666666666,Low,Adequate,Lower Stability
20,Research & Development,Research Scientist,0,Early Career,1,1,0.0,0.0,0.0,0.0,1.0,13,0.0,Low,0.2,Low,Needs Development,Lower Stability
42,Research & Development,Healthcare Representative,0,Mid Career,0,3,0.2,0.2,0.4,0.2,0.2,26,0.2,Low,0.3466666666666667,Low,Needs Development,Lower Stability
43,Research & Development,Research Director,0,Early Career,1,1,0.0,0.0,3.0,0.0,0.19047619047619047,56,0.0,Low,0.1,Low,Adequate,Lower Stability
38,Research & Development,Research Scientist,0,Early Career,1,1,0.0,0.0,3.0,0.0,0.125,17,0.0,Low,0.1,Low,Adequate,Lower Stability
43,Research & Development,Laboratory Technician,0,Mid Career,3,0,0.5,0.875,0.375,0.875,0.2,26,0.65,High,0.775,High,Needs Development,Higher Stability
48,Research & Development,Manager,0,Growth Stage,0,3,0.0,0.6666666666666666,1.0,0.6666666666666666,0.19047619047619047,44,0.26666666666666666,Low,0.5,Medium,Adequate,Higher Stability
44,Human Resources,Human Resources,0,Early Career,0,3,0.0,1.0,0.5,1.0,0.2,22,0.4,Medium,0.6833333333333333,High,Adequate,Higher Stability
34,Sales,Sales Representative,0,Mid Career,0,3,0.0,0.25,0.375,0.75,0.125,18,0.1,Low,0.3125,Low,Needs Development,Higher Stability
27,Sales,Sales Representative,1,Growth Stage,0,3,0.0,0.75,0.75,0.5,0.2,11,0.30000000000000004,Medium,0.55,Medium,Adequate,Lower Stability
21,Sales,Sales Representative,0,Growth Stage,0,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,11,0.4666666666666667,Medium,0.6111111111111112,Medium,Adequate,Higher Stability
44,Research & Development,Manager,0,Early Career,0,3,0.0,1.0,1.0,0.5,0.19230769230769232,60,0.4,Medium,0.6666666666666667,High,Adequate,Lower Stability
22,Research & Development,Research Scientist,0,Early Career,3,2,1.0,1.0,1.5,1.0,0.3333333333333333,20,1.0,High,0.9500000000000001,High,Adequate,Higher Stability
33,Sales,Sales Executive,0,Growth Stage,0,3,0.2,0.0,0.6,0.4,0.3333333333333333,24,0.12,Low,0.24000000000000002,Low,Adequate,Lower Stability
32,Research & Development,Research Scientist,0,Growth Stage,0,3,0.0,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.3333333333333333,24,0.26666666666666666,Low,0.5222222222222221,Medium,Needs Development,Higher Stability
30,Research & Development,Research Scientist,0,Early Career,1,1,0.0,0.0,2.0,0.0,1.0,20,0.0,Low,0.13333333333333336,Low,Adequate,Lower Stability
53,Sales,Sales Executive,0,Mid Career,2,0,0.5714285714285714,0.5,0.14285714285714285,0.7142857142857143,0.1111111111111111,40,0.5428571428571428,High,0.6166666666666666,Medium,Needs Development,Higher Stability
34,Research & Development,Research Scientist,0,Mid Career,2,2,0.8,0.9,0.4,0.8,0.1,12,0.8400000000000001,High,0.8766666666666667,High,Needs Development,Higher Stability
45,Sales,Sales Executive,1,Early Career,1,1,0.0,1.0,4.0,0.0,0.4,28,0.4,Medium,0.5666666666666667,Medium,Adequate,Lower Stability
26,Research & Development,Laboratory Technician,0,Growth Stage,0,3,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,13,0.26666666666666666,Low,0.5111111111111111,Medium,Adequate,Higher Stability
37,Research & Development,Manufacturing Director,0,Mid Career,2,2,0.7,0.7,0.2,0.8,0.3,45,0.7,High,0.7533333333333333,High,Needs Development,Higher Stability
29,Sales,Sales Executive,0,Growth Stage,0,3,0.16666666666666666,0.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,28,0.09999999999999999,Low,0.22222222222222224,Low,Adequate,Lower Stability
35,Research & Development,Research Scientist,0,Senior Career,2,0,0.6470588235294118,0.6470588235294118,0.17647058823529413,0.47058823529411764,0.11764705882352941,26,0.6470588235294118,High,0.711764705882353,High,Needs Development,Lower Stability
33,Research & Development,Healthcare Representative,0,Mid Career,2,0,0.3076923076923077,0.8461538461538461,0.15384615384615385,0.5384615384615384,0.13333333333333333,46,0.5230769230769231,High,0.7102564102564102,High,Needs Development,Lower Stability
54,Human Resources,Human Resources,0,Mid Career,3,3,0.7777777777777778,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1875,45,0.7777777777777778,High,0.8185185185185185,High,Needs Development,Lower Stability
36,Research & Development,Manufacturing Director,0,Growth Stage,0,3,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.15384615384615385,22,0.26666666666666666,Low,0.5111111111111111,Medium,Adequate,Higher Stability
27,Research & Development,Research Scientist,0,Growth Stage,0,3,0.25,0.5,0.0,0.25,0.2,13,0.35,Medium,0.5249999999999999,Medium,Needs Development,Lower Stability
20,Research & Development,Research Scientist,1,Early Career,1,1,1.0,0.0,5.0,1.0,1.0,11,0.6,High,0.3333333333333333,Low,Adequate,Higher Stability
33,Research & Development,Research Scientist,1,Mid Career,2,2,0.9,0.8,0.3,0.7,0.1,11,0.8600000000000001,High,0.8600000000000001,High,Needs Development,Higher Stability
